s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	stage	module	dataset	param_hash	params	lineage	path
4.1521	0.0	0.0	0.0	0.0	0.0	0.0	148.05	0.0	PCA	pc-rcppml	tenx-0020k	a593308e	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 42, ""solver"": ""krylov""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.a593308e/tenx-0020k_performance.txt
4.1661	0.0	0.0	0.0	0.0	0.0	0.0	149.25	0.0	PCA	pc-rcppml	tenx-0020k	db24c1c6	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 45, ""solver"": ""lanczos""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.db24c1c6/tenx-0020k_performance.txt
5.4326	0.0	0.0	0.0	0.0	0.0	0.0	85.22	0.0	PCA	pc-scanpy	tenx-0020k	07ef8b80	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""arpack""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.07ef8b80/tenx-0020k_performance.txt
5.781	0.0	0.0	0.0	0.0	0.0	0.0	89.61	0.0	PCA	pc-scanpy	tenx-0020k	1dab3e50	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""arpack""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.1dab3e50/tenx-0020k_performance.txt
5.8049	0.0	0.0	0.0	0.0	0.0	0.0	89.45	0.0	PCA	pc-scanpy	tenx-0020k	27fd56a7	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""arpack""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.27fd56a7/tenx-0020k_performance.txt
15.799	0.0	0.0	0.0	0.0	0.0	0.0	39.2	0.0	PCA	pc-scanpy	tenx-0020k	46458866	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""randomized""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.46458866/tenx-0020k_performance.txt
5.3688	0.0	0.0	0.0	0.0	0.0	0.0	86.62	0.0	PCA	pc-scanpy	tenx-0020k	4f52dcab	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""arpack""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.4f52dcab/tenx-0020k_performance.txt
5.4372	0.0	0.0	0.0	0.0	0.0	0.0	85.03	0.0	PCA	pc-scanpy	tenx-0020k	67915c1a	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""arpack""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.67915c1a/tenx-0020k_performance.txt
5.3587	0.0	0.0	0.0	0.0	0.0	0.0	85.27	0.0	PCA	pc-scanpy	tenx-0020k	77f7dfd9	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""randomized""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.77f7dfd9/tenx-0020k_performance.txt
5.3836	0.0	0.0	0.0	0.0	0.0	0.0	85.9	0.0	PCA	pc-scanpy	tenx-0020k	7980c8af	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""randomized""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.7980c8af/tenx-0020k_performance.txt
5.8404	0.0	0.0	0.0	0.0	0.0	0.0	88.63	0.0	PCA	pc-scanpy	tenx-0020k	9755b03f	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""randomized""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.9755b03f/tenx-0020k_performance.txt
5.4346	0.0	0.0	0.0	0.0	0.0	0.0	85.28	0.0	PCA	pc-scanpy	tenx-0020k	ae8c1da3	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""randomized""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.ae8c1da3/tenx-0020k_performance.txt
10.2143	0.0	0.0	0.0	0.0	0.0	0.0	111.86	0.0	PCA	pc-scrapper	tenx-0020k	0654e2fc	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""random""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.0654e2fc/tenx-0020k_performance.txt
6.7565	0.0	0.0	0.0	0.0	0.0	0.0	91.39	0.0	PCA	pc-scrapper	tenx-0020k	09dc1288	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""irlba""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.09dc1288/tenx-0020k_performance.txt
6.8136	0.0	0.0	0.0	0.0	0.0	0.0	90.53	0.0	PCA	pc-scrapper	tenx-0020k	326ca746	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""irlba""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.326ca746/tenx-0020k_performance.txt
10.1972	0.0	0.0	0.0	0.0	0.0	0.0	112.05	0.0	PCA	pc-scrapper	tenx-0020k	34021047	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""random""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.34021047/tenx-0020k_performance.txt
6.7416	0.0	0.0	0.0	0.0	0.0	0.0	91.42	0.0	PCA	pc-scrapper	tenx-0020k	3dc9a7cc	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""irlba""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.3dc9a7cc/tenx-0020k_performance.txt
10.1902	0.0	0.0	0.0	0.0	0.0	0.0	112.18	0.0	PCA	pc-scrapper	tenx-0020k	5bbc2763	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""random""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.5bbc2763/tenx-0020k_performance.txt
10.3893	0.0	0.0	0.0	0.0	0.0	0.0	352.75	0.0	PCA	pc-scrapper	tenx-0020k	682cec3c	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""exact""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.682cec3c/tenx-0020k_performance.txt
10.2346	0.0	0.0	0.0	0.0	0.0	0.0	111.47	0.0	PCA	pc-scrapper	tenx-0020k	73887b0e	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""random""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.73887b0e/tenx-0020k_performance.txt
10.4177	0.0	0.0	0.0	0.0	0.0	0.0	351.99	0.0	PCA	pc-scrapper	tenx-0020k	97160664	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""exact""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.97160664/tenx-0020k_performance.txt
10.3654	0.0	0.0	0.0	0.0	0.0	0.0	356.87	0.0	PCA	pc-scrapper	tenx-0020k	a32bab7f	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""exact""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.a32bab7f/tenx-0020k_performance.txt
10.3939	0.0	0.0	0.0	0.0	0.0	0.0	353.87	0.0	PCA	pc-scrapper	tenx-0020k	c8b8682f	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""exact""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.c8b8682f/tenx-0020k_performance.txt
6.7391	0.0	0.0	0.0	0.0	0.0	0.0	91.65	0.0	PCA	pc-scrapper	tenx-0020k	d2ec2fb4	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""irlba""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.d2ec2fb4/tenx-0020k_performance.txt
10.426	0.0	0.0	0.0	0.0	0.0	0.0	355.25	0.0	PCA	pc-scrapper	tenx-0020k	d500e320	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""exact""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.d500e320/tenx-0020k_performance.txt
10.9441	0.0	0.0	0.0	0.0	0.0	0.0	111.75	0.0	PCA	pc-scrapper	tenx-0020k	dfeeb163	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""random""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.dfeeb163/tenx-0020k_performance.txt
6.7495	0.0	0.0	0.0	0.0	0.0	0.0	91.17	0.0	PCA	pc-scrapper	tenx-0020k	e66c556c	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""irlba""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.e66c556c/tenx-0020k_performance.txt
10.142	0.0	0.0	0.0	0.0	0.0	0.0	91.52	0.0	FEAT	fe-scrapper	tenx-0020k	b1d1078c	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/tenx-0020k_performance.txt
33.87	0.0	0.0	0.0	0.0	0.0	0.0	44.04	0.0	NORM	nr-scrapper	tenx-0020k		"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/tenx-0020k_performance.txt
12.2875	0.0	0.0	0.0	0.0	0.0	0.0	65.76	0.0	FILT	fi-scrapper	tenx-0020k		"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}}"	DATA/tenx-0020k/FILT/fi-scrapper	DATA/tenx-0020k/.8b2a1682/FILT/fi-scrapper/.default/tenx-0020k_performance.txt
1.7548	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	DATA	tenx-0020k	tenx-0020k	8b2a1682	"{""DATA"": {""uri"": ""file:///Users/m1/data/tenx-0020k""}}"	DATA/tenx-0020k	DATA/tenx-0020k/.8b2a1682/tenx-0020k_performance.txt
