s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	stage	module	dataset	param_hash	params	lineage	path
5.6446	612.49	948.88	585.71	594.08	0.01	5.28	79.13	4.47	FEAT	fe-scrapper	be1-fixture	b1d1078c	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}, ""FEAT"": {""number_selected"": 2000}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/be1-fixture_performance.txt
12.0472	946.12	17961.37	917.0	925.86	2.57	13.16	88.91	10.71	NORM	nr-scrapper	be1-fixture		"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}}"	DATA/be1-fixture/FILT/fi-scrapper/NORM/nr-scrapper	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/be1-fixture_performance.txt
9.8121	914.7	1263.51	887.14	895.74	3.45	0.19	89.08	8.73	FILT	fi-scrapper	be1-fixture		"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}}"	DATA/be1-fixture/FILT/fi-scrapper	DATA/be1-fixture/.f612184b/FILT/fi-scrapper/.default/be1-fixture_performance.txt
0.668	36.32	111.82	20.22	22.9	69.46	58.27	0.0	0.05	DATA	be1-fixture	be1-fixture	f612184b	"{""DATA"": {""uri"": ""https://omnibenchmark.mls.uzh.ch/datasets/be1-fixture/"", ""uri_type"": ""directory""}}"	DATA/be1-fixture	DATA/be1-fixture/.f612184b/be1-fixture_performance.txt
4.2978	1123.38	10471.11	1118.52	1118.56	0.0	5.6	93.56	4.54	PCA	pc-rapids	d-pca	027ea001	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""randomized-halko""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.027ea001/d-pca_performance.txt
4.3076	1094.03	10532.51	1089.08	1089.12	0.0	5.59	84.11	4.19	PCA	pc-rapids	d-pca	08c55646	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""covariance-eigh""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.08c55646/d-pca_performance.txt
4.0043	1158.02	10506.32	1153.17	1153.22	0.0	5.6	89.85	4.2	PCA	pc-rapids	d-pca	20b14d38	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""randomized-halko""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.20b14d38/d-pca_performance.txt
3.7582	1174.19	10539.99	1169.28	1169.33	0.0	5.6	81.67	3.7	PCA	pc-rapids	d-pca	2144446e	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""lanczos""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.2144446e/d-pca_performance.txt
4.0529	1154.85	10502.45	1153.98	1154.03	0.04	5.6	88.86	4.2	PCA	pc-rapids	d-pca	22fa1a5e	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""randomized-halko""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.22fa1a5e/d-pca_performance.txt
4.0288	1205.15	10571.19	1200.28	1200.32	0.0	5.6	89.66	4.23	PCA	pc-rapids	d-pca	254daab8	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""lanczos""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.254daab8/d-pca_performance.txt
4.0661	1202.68	10568.43	1194.22	1194.27	0.0	5.6	88.33	4.2	PCA	pc-rapids	d-pca	3416757a	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""lanczos""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.3416757a/d-pca_performance.txt
3.9329	1125.72	10491.58	1120.2	1120.24	0.0	5.59	91.18	4.22	PCA	pc-rapids	d-pca	3b57412e	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""covariance-eigh""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.3b57412e/d-pca_performance.txt
4.0927	1203.55	10569.2	1196.18	1196.23	0.0	5.6	87.99	4.21	PCA	pc-rapids	d-pca	4fb25ed3	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""lanczos""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.4fb25ed3/d-pca_performance.txt
3.9404	1154.86	10503.45	1150.03	1150.08	0.0	5.6	91.85	4.22	PCA	pc-rapids	d-pca	78deb458	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""randomized-halko""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.78deb458/d-pca_performance.txt
4.2491	1093.95	10552.83	1089.0	1089.05	0.0	5.59	85.36	4.21	PCA	pc-rapids	d-pca	813e1c9a	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""covariance-eigh""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.813e1c9a/d-pca_performance.txt
4.0573	1210.11	10575.19	1201.3	1201.35	0.0	5.6	88.41	4.21	PCA	pc-rapids	d-pca	8f460a50	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""lanczos""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.8f460a50/d-pca_performance.txt
4.3502	1092.63	10541.09	1087.78	1087.83	0.0	5.59	82.9	4.19	PCA	pc-rapids	d-pca	d39f411c	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""covariance-eigh""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.d39f411c/d-pca_performance.txt
3.8285	1126.24	10496.08	1121.33	1121.38	0.0	3.54	80.74	3.72	PCA	pc-rapids	d-pca	ddb1f294	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""covariance-eigh""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.ddb1f294/d-pca_performance.txt
3.5919	1122.55	10470.99	1117.7	1117.75	0.0	5.6	85.7	3.71	PCA	pc-rapids	d-pca	e9ad848b	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""randomized-halko""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.e9ad848b/d-pca_performance.txt
5.9963	638.94	2006.4	633.88	633.94	0.0	0.19	118.02	7.09	PCA	pc-rcppml	d-pca	087a24a2	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 46, ""solver"": ""lanczos""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.087a24a2/d-pca_performance.txt
5.442	638.98	2006.41	633.95	634.0	0.0	0.18	127.22	6.96	PCA	pc-rcppml	d-pca	3ff807e6	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 42, ""solver"": ""lanczos""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.3ff807e6/d-pca_performance.txt
5.2887	614.34	2082.0	608.68	608.74	0.0	0.18	139.78	7.38	PCA	pc-rcppml	d-pca	4f0a959b	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 43, ""solver"": ""krylov""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.4f0a959b/d-pca_performance.txt
6.096	638.56	2006.4	633.45	633.51	0.01	0.18	112.87	6.91	PCA	pc-rcppml	d-pca	587df11b	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 46, ""solver"": ""krylov""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.587df11b/d-pca_performance.txt
5.8697	639.89	2006.54	634.65	634.71	0.0	0.18	129.96	7.65	PCA	pc-rcppml	d-pca	5c16324a	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 43, ""solver"": ""lanczos""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.5c16324a/d-pca_performance.txt
5.3104	639.8	2006.95	634.53	634.59	0.0	0.18	133.09	7.1	PCA	pc-rcppml	d-pca	6baaa866	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 44, ""solver"": ""lanczos""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.6baaa866/d-pca_performance.txt
5.3155	627.1	17983.52	638.6	638.66	0.0	0.18	131.76	7.02	PCA	pc-rcppml	d-pca	6db27f7e	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 44, ""solver"": ""krylov""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.6db27f7e/d-pca_performance.txt
4.9454	638.86	2006.41	633.71	633.77	0.0	0.18	115.92	5.85	PCA	pc-rcppml	d-pca	76d435cb	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 45, ""solver"": ""krylov""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.76d435cb/d-pca_performance.txt
5.615	637.67	2006.27	632.54	632.59	0.0	0.18	99.6	5.64	PCA	pc-rcppml	d-pca	a593308e	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 42, ""solver"": ""krylov""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.a593308e/d-pca_performance.txt
4.9688	638.67	2006.4	633.39	633.45	0.0	0.18	111.32	5.6	PCA	pc-rcppml	d-pca	db24c1c6	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 45, ""solver"": ""lanczos""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.db24c1c6/d-pca_performance.txt
3.8034	341.97	4506.03	337.1	337.14	0.02	5.59	120.79	4.61	PCA	pc-scanpy	d-pca	07ef8b80	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""arpack""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.07ef8b80/d-pca_performance.txt
3.33	342.19	4506.03	337.32	337.36	0.0	5.59	104.99	4.1	PCA	pc-scanpy	d-pca	1dab3e50	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""arpack""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.1dab3e50/d-pca_performance.txt
3.0836	341.61	2197.82	336.84	336.89	0.0	0.01	67.06	2.7	PCA	pc-scanpy	d-pca	27fd56a7	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""arpack""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.27fd56a7/d-pca_performance.txt
3.091	341.98	2197.89	337.18	337.22	0.0	0.01	66.98	2.71	PCA	pc-scanpy	d-pca	46458866	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""randomized""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.46458866/d-pca_performance.txt
3.3637	341.83	4506.03	337.06	337.11	0.0	5.59	107.68	4.22	PCA	pc-scanpy	d-pca	4f52dcab	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""arpack""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.4f52dcab/d-pca_performance.txt
3.5419	341.93	4506.04	337.06	337.11	0.0	5.59	96.57	4.05	PCA	pc-scanpy	d-pca	67915c1a	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""arpack""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.67915c1a/d-pca_performance.txt
3.6968	341.97	4506.04	337.2	337.25	0.0	5.59	111.81	4.74	PCA	pc-scanpy	d-pca	77f7dfd9	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""randomized""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.77f7dfd9/d-pca_performance.txt
3.2564	341.93	4507.03	337.13	337.18	0.0	5.59	110.24	4.23	PCA	pc-scanpy	d-pca	7980c8af	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""randomized""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.7980c8af/d-pca_performance.txt
3.4231	341.96	4506.04	337.2	337.25	0.0	5.59	105.28	4.2	PCA	pc-scanpy	d-pca	9755b03f	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""randomized""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.9755b03f/d-pca_performance.txt
3.3335	341.77	4507.03	336.98	337.02	0.0	5.59	104.1	4.09	PCA	pc-scanpy	d-pca	ae8c1da3	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""randomized""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scanpy	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scanpy/.ae8c1da3/d-pca_performance.txt
10.4751	884.66	2295.48	879.53	879.59	0.0	0.18	117.17	12.38	PCA	pc-scrapper	d-pca	0654e2fc	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""random""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.0654e2fc/d-pca_performance.txt
7.0236	740.09	17983.52	734.92	734.98	0.0	0.18	93.05	6.54	PCA	pc-scrapper	d-pca	09dc1288	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""irlba""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.09dc1288/d-pca_performance.txt
