s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	stage	module	dataset	param_hash	params	lineage	path
7.8226	740.0	17963.24	734.97	735.02	0.0	0.18	89.22	6.99	PCA	pc-scrapper	d-pca	326ca746	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""irlba""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.326ca746/d-pca_performance.txt
11.0874	884.65	18648.45	879.62	879.68	0.0	0.18	115.38	12.8	PCA	pc-scrapper	d-pca	34021047	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""random""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.34021047/d-pca_performance.txt
6.9592	739.84	18049.39	734.82	734.87	0.0	0.18	94.4	6.57	PCA	pc-scrapper	d-pca	3dc9a7cc	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""irlba""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.3dc9a7cc/d-pca_performance.txt
16.7248	884.68	18649.27	879.51	879.57	0.0	0.19	106.9	17.87	PCA	pc-scrapper	d-pca	5bbc2763	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""random""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.5bbc2763/d-pca_performance.txt
9.7578	971.68	18027.24	966.51	966.57	0.0	0.18	212.29	20.9	PCA	pc-scrapper	d-pca	682cec3c	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""exact""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.682cec3c/d-pca_performance.txt
11.2732	867.42	18178.4	850.89	850.96	0.0	0.18	117.9	13.3	PCA	pc-scrapper	d-pca	73887b0e	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""random""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.73887b0e/d-pca_performance.txt
9.3377	971.68	18193.45	966.5	966.56	0.0	0.18	213.1	20.09	PCA	pc-scrapper	d-pca	97160664	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""exact""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.97160664/d-pca_performance.txt
9.6377	970.25	2386.04	965.19	965.25	0.0	0.18	192.44	18.55	PCA	pc-scrapper	d-pca	a32bab7f	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""exact""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.a32bab7f/d-pca_performance.txt
9.9166	970.52	17961.37	965.46	965.52	0.0	0.18	203.48	20.33	PCA	pc-scrapper	d-pca	c8b8682f	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""exact""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.c8b8682f/d-pca_performance.txt
6.887	739.98	2033.14	734.93	734.98	0.0	0.18	95.23	6.56	PCA	pc-scrapper	d-pca	d2ec2fb4	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""irlba""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.d2ec2fb4/d-pca_performance.txt
8.7782	970.62	2386.04	965.45	965.51	0.0	0.18	206.87	18.3	PCA	pc-scrapper	d-pca	d500e320	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""exact""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.d500e320/d-pca_performance.txt
10.2916	884.59	2295.48	879.54	879.59	0.0	0.18	118.93	12.24	PCA	pc-scrapper	d-pca	dfeeb163	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""random""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.dfeeb163/d-pca_performance.txt
6.4087	739.93	2033.14	734.76	734.82	0.0	0.18	94.86	6.09	PCA	pc-scrapper	d-pca	e66c556c	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""irlba""}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-scrapper	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-scrapper/.e66c556c/d-pca_performance.txt
10.8151	1080.83	1417.24	1075.66	1075.72	0.01	21.6	88.11	9.54	FEAT	fe-scrapper	d-pca	b1d1078c	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}, ""FEAT"": {""number_selected"": 2000}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/d-pca_performance.txt
42.0379	2390.13	3136.58	2373.03	2373.09	0.01	0.18	36.15	15.2	NORM	nr-scrapper	d-pca		"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}}"	DATA/d-pca/FILT/fi-scrapper/NORM/nr-scrapper	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/d-pca_performance.txt
30.1532	2435.7	3136.62	2379.62	2379.68	0.01	0.18	50.51	15.23	FILT	fi-scrapper	d-pca		"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}}"	DATA/d-pca/FILT/fi-scrapper	DATA/d-pca/.d43e5126/FILT/fi-scrapper/.default/d-pca_performance.txt
77.7595	5571.77	6121.33	5577.3	5577.37	2.38	791.45	30.37	23.6	DATA	d-pca	d-pca	d43e5126	"{""DATA"": {""batch_var"": null, ""dataset_name"": ""sc-mix"", ""labels_var"": ""cell_line"", ""sample_var"": null}}"	DATA/d-pca	DATA/d-pca/.d43e5126/d-pca_performance.txt
5.4044	1374.22	10847.56	1368.88	1368.93	0.0	20.8	86.82	5.3	PCA	pc-rapids	tenx-0020k	027ea001	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""randomized-halko""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.027ea001/tenx-0020k_performance.txt
5.7557	1348.13	10816.39	1343.29	1343.34	0.0	20.79	97.68	6.13	PCA	pc-rapids	tenx-0020k	08c55646	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""covariance-eigh""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.08c55646/tenx-0020k_performance.txt
6.0735	1374.34	10847.57	1369.5	1369.54	0.0	20.8	86.58	5.85	PCA	pc-rapids	tenx-0020k	20b14d38	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""randomized-halko""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.20b14d38/tenx-0020k_performance.txt
7.9662	1471.9	10958.0	1458.43	1462.79	8.53	21.73	90.9	7.84	PCA	pc-rapids	tenx-0020k	2144446e	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""lanczos""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.2144446e/tenx-0020k_performance.txt
5.2381	1374.38	10847.57	1369.52	1369.57	0.0	20.8	89.33	5.25	PCA	pc-rapids	tenx-0020k	22fa1a5e	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""randomized-halko""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.22fa1a5e/tenx-0020k_performance.txt
5.7451	1425.66	10948.48	1420.77	1420.82	0.0	20.79	90.86	5.85	PCA	pc-rapids	tenx-0020k	254daab8	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""lanczos""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.254daab8/tenx-0020k_performance.txt
5.3891	1426.79	10949.48	1421.9	1421.95	0.0	20.79	86.34	5.27	PCA	pc-rapids	tenx-0020k	3416757a	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""lanczos""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.3416757a/tenx-0020k_performance.txt
5.5093	1348.25	10816.27	1343.37	1343.42	0.0	20.79	94.38	5.78	PCA	pc-rapids	tenx-0020k	3b57412e	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""covariance-eigh""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.3b57412e/tenx-0020k_performance.txt
5.6555	1426.22	10948.6	1421.37	1421.42	0.0	20.79	92.9	5.78	PCA	pc-rapids	tenx-0020k	4fb25ed3	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 44, ""solver"": ""lanczos""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.4fb25ed3/tenx-0020k_performance.txt
5.3007	1375.42	10848.45	1370.59	1370.63	0.0	20.8	87.76	5.25	PCA	pc-rapids	tenx-0020k	78deb458	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 45, ""solver"": ""randomized-halko""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.78deb458/tenx-0020k_performance.txt
5.3943	1347.18	10815.27	1343.35	1343.4	0.0	20.79	86.23	5.27	PCA	pc-rapids	tenx-0020k	813e1c9a	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""covariance-eigh""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.813e1c9a/tenx-0020k_performance.txt
5.1684	1425.81	10948.47	1420.89	1420.94	0.0	20.79	90.57	5.31	PCA	pc-rapids	tenx-0020k	8f460a50	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 43, ""solver"": ""lanczos""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.8f460a50/tenx-0020k_performance.txt
5.4585	1346.78	10815.4	1342.95	1343.0	0.0	20.79	85.45	5.27	PCA	pc-rapids	tenx-0020k	d39f411c	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 46, ""solver"": ""covariance-eigh""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.d39f411c/tenx-0020k_performance.txt
5.6963	1376.0	10818.29	1371.05	1371.1	4.95	21.06	90.56	5.75	PCA	pc-rapids	tenx-0020k	ddb1f294	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""covariance-eigh""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.ddb1f294/tenx-0020k_performance.txt
14.4766	1440.38	10859.93	1435.54	1435.58	599.27	26.68	83.17	12.59	PCA	pc-rapids	tenx-0020k	e9ad848b	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""n_components"": 50, ""random_seed"": 42, ""solver"": ""randomized-halko""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rapids	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rapids/.e9ad848b/tenx-0020k_performance.txt
7.0097	1000.48	2395.87	993.92	993.98	0.0	0.18	180.21	12.63	PCA	pc-rcppml	tenx-0020k	087a24a2	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 46, ""solver"": ""lanczos""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.087a24a2/tenx-0020k_performance.txt
7.2883	996.55	2391.22	991.34	991.4	0.0	0.18	170.19	12.4	PCA	pc-rcppml	tenx-0020k	3ff807e6	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 42, ""solver"": ""lanczos""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.3ff807e6/tenx-0020k_performance.txt
8.6412	998.41	2403.85	993.29	993.34	0.0	0.18	169.28	14.73	PCA	pc-rcppml	tenx-0020k	4f0a959b	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 43, ""solver"": ""krylov""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.4f0a959b/tenx-0020k_performance.txt
7.569	1000.62	2392.88	993.92	993.98	0.0	0.18	189.2	13.49	PCA	pc-rcppml	tenx-0020k	587df11b	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 46, ""solver"": ""krylov""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.587df11b/tenx-0020k_performance.txt
7.3622	1092.97	18715.27	1069.02	1069.08	0.0	0.18	137.62	10.28	PCA	pc-rcppml	tenx-0020k	5c16324a	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 43, ""solver"": ""lanczos""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.5c16324a/tenx-0020k_performance.txt
7.4647	1022.04	18779.27	1087.71	1087.77	0.0	17.48	194.65	14.62	PCA	pc-rcppml	tenx-0020k	6baaa866	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 44, ""solver"": ""lanczos""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.6baaa866/tenx-0020k_performance.txt
7.2016	997.05	2391.2	991.75	991.81	0.0	0.18	163.81	11.82	PCA	pc-rcppml	tenx-0020k	6db27f7e	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 44, ""solver"": ""krylov""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.6db27f7e/tenx-0020k_performance.txt
7.6142	998.8	17962.24	993.38	993.44	13.83	0.21	167.91	12.82	PCA	pc-rcppml	tenx-0020k	76d435cb	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 45, ""solver"": ""krylov""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.76d435cb/tenx-0020k_performance.txt
7.3647	996.05	2391.21	990.86	990.92	0.0	0.18	163.71	12.01	PCA	pc-rcppml	tenx-0020k	a593308e	"{""DATA"": {""uri"": ""file:///home/b/phd/data/tenx_ladder/tenx-0020k""}, ""FEAT"": {""number_selected"": 2000}, ""PCA"": {""backend"": ""cpu"", ""n_components"": 50, ""random_seed"": 42, ""solver"": ""krylov""}}"	DATA/tenx-0020k/FILT/fi-scrapper/NORM/nr-scrapper/FEAT/fe-scrapper/PCA/pc-rcppml	DATA/tenx-0020k/.2cb09e13/FILT/fi-scrapper/.default/NORM/nr-scrapper/.default/FEAT/fe-scrapper/.b1d1078c/PCA/pc-rcppml/.a593308e/tenx-0020k_performance.txt
